id,date_sold,city,neighborhood,zipcode,lat,long,sqft_living,sqft_lot,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,garage,parking,hoa_monthly,price,price_per_sqft
74,2015-07-08,Chennai,Central Park,216531,13.051371,80.231793,5311,24273,1,1.0,1,0,0,4,7,3276,2035,1918,0,3,6,0,18657000,3512.9
75,2020-07-15,Mumbai,Old Town,714366,19.167646,72.850064,1175,6272,3,3.0,2,0,4,2,10,941,234,1936,0,1,2,0,11519000,9803.4
76,2024-12-21,Pune,Hilltop,932353,18.541704,73.93187,4129,5019,1,3.0,2,0,1,4,7,3621,508,1904,0,1,5,0,15053000,3645.68
77,2017-10-19,Bengaluru,Green Acres,570338,13.054209,77.557664,2208,8544,3,2.4,3,0,3,1,9,1905,303,2002,0,2,4,0,12212000,5530.8
78,2021-05-26,Bengaluru,Hilltop,834840,13.014372,77.581617,2468,13000,4,3.3,2,0,0,1,2,1986,482,1903,0,3,5,46,10227000,4143.84
79,2025-04-23,Pune,Sector 5,915890,18.475603,73.948369,495,1480,3,1.3,3,0,2,4,3,416,79,1900,0,2,2,443,6016000,12153.54
80,2020-08-31,Mumbai,Sector 5,569774,19.062916,72.958925,5765,14481,1,1.0,2,0,0,3,3,4097,1668,1993,0,2,6,0,19203000,3330.96
81,2025-04-20,Hyderabad,Garden Villas,318262,17.360386,78.550138,4915,24469,2,2.3,2,0,0,3,3,3366,1549,1916,0,1,6,0,17525000,3565.62
82,2016-01-04,Delhi,Green Acres,874470,28.622522,77.044427,3927,10520,2,2.5,2,0,0,5,5,3749,178,1942,0,2,6,0,14631000,3725.74
83,2023-03-10,Bengaluru,Hilltop,451098,13.043744,77.5528,542,551,2,2.2,2,0,0,3,7,388,154,1999,0,2,3,0,6372000,11756.46
84,2023-01-29,Hyderabad,Central Park,425140,17.526196,78.322909,5537,32103,1,1.7,2,0,0,3,9,4856,681,1949,0,0,6,54,17631000,3184.22
85,2020-07-03,Mumbai,Central Park,281830,19.197773,72.914827,4238,16785,2,3.0,2,0,1,3,7,2854,1384,1929,0,2,6,0,18285000,4314.54
86,2025-04-25,Hyderabad,Central Park,381837,17.360793,78.499871,401,2044,1,2.0,2,0,0,5,4,310,91,2006,0,1,1,0,4744000,11830.42
87,2018-05-22,Bengaluru,Industrial Area,548975,13.047805,77.697944,2760,14149,2,2.3,2,0,0,3,8,1812,948,1963,0,1,4,0,12605000,4567.03
88,2020-07-05,Kolkata,Industrial Area,312284,22.614813,88.376595,2170,2891,1,2.0,1,0,0,5,7,1558,612,2013,0,1,3,0,10374000,4780.65
89,2021-10-14,Delhi,Old Town,306770,28.574528,77.050393,3314,6145,4,1.5,1,0,3,3,6,2226,1088,1981,0,3,6,0,16048000,4842.49
90,2023-12-29,Kolkata,Lake View,671354,22.623846,88.311599,2871,7337,1,1.0,1,0,2,1,5,2820,51,1935,0,1,4,0,11469000,3994.78
91,2021-09-20,Pune,Green Acres,333166,18.41201,73.736537,2219,5777,5,2.4,3,0,4,3,4,1345,874,1900,1975,3,5,131,12516000,5640.38
92,2020-06-23,Hyderabad,Sunset Park,733588,17.535008,78.42638,2918,12530,1,1.0,3,0,3,2,7,2157,761,1968,0,0,3,0,12224000,4189.17
93,2017-10-08,Delhi,Garden Villas,645823,28.594747,77.197109,5900,24282,4,1.4,1,0,2,3,10,5025,875,2019,2024,1,6,0,21852000,3703.73
94,2021-08-31,Mumbai,Old Town,597880,19.097854,72.870178,2217,7700,3,1.5,1,0,0,3,5,2109,108,1981,0,1,3,0,8881000,4005.86
95,2024-01-24,Delhi,Old Town,674686,28.550426,77.192687,3088,6350,1,1.0,4,0,1,3,5,3084,4,1928,0,1,4,199,12493000,4045.66
96,2016-06-21,Delhi,Hilltop,892039,28.671439,77.08,3619,10531,4,1.7,2,0,0,3,6,3053,566,1980,0,3,6,0,15638000,4321.08
97,2016-03-23,Mumbai,Garden Villas,463532,19.173185,72.820347,3549,13195,3,2.4,1,0,3,4,6,3433,116,1984,0,1,5,52,15433000,4348.55
98,2024-06-22,Pune,Industrial Area,373161,18.490475,73.763844,2929,9783,1,2.1,1,0,2,5,13,2869,60,1965,0,1,4,0,14683000,5012.97
99,2017-10-12,Delhi,Sector 5,689880,28.64799,77.073017,5880,9622,2,1.4,2,0,0,1,7,4791,1089,1935,0,2,6,0,19501000,3316.5
100,2022-04-10,Pune,Sector 5,330885,18.600216,73.735324,4355,18498,1,2.6,1,0,2,3,10,2815,1540,1961,1968,1,5,724,17081000,3922.16
101,2024-11-20,Pune,Hilltop,133248,18.588569,73.783136,5285,7215,3,2.3,1,0,4,3,6,4232,1053,1919,0,0,5,0,19856000,3757.05
102,2025-02-28,Pune,Hilltop,134301,18.59747,73.878111,590,1706,3,1.0,1,0,0,3,11,468,122,1982,0,1,2,31,6884000,11667.8
103,2016-05-15,Bengaluru,Lake View,577282,13.046043,77.575729,3790,17245,2,1.2,2,0,0,4,9,3105,685,1953,0,2,6,0,16158000,4263.32
104,2024-07-02,Chennai,Industrial Area,717087,13.113342,80.321418,4981,5480,4,1.0,1,0,0,4,6,3691,1290,1981,0,1,6,231,16935000,3399.92
105,2021-06-14,Pune,Riverside,643557,18.633249,73.900382,1757,6764,4,1.7,4,0,1,4,9,1524,233,2006,0,1,3,0,11625000,6616.39
106,2018-08-15,Mumbai,Industrial Area,458952,19.117285,72.940035,3852,10295,1,1.3,1,0,2,2,10,3027,825,1912,0,1,5,0,15212000,3949.12
107,2021-06-28,Chennai,Sector 5,384330,13.153379,80.298249,4388,4582,2,1.8,2,0,0,3,6,3635,753,1946,0,2,6,117,15853000,3612.81
108,2015-05-28,Pune,Lake View,829065,18.484951,73.854443,432,843,3,3.9,1,0,3,3,10,311,121,1974,0,2,2,65,8500000,19675.93
109,2020-03-15,Mumbai,Garden Villas,852140,19.040231,72.82566,5427,30960,3,1.0,1,0,0,3,7,4212,1215,1996,0,1,6,45,20178000,3718.08
110,2025-06-08,Mumbai,Sunset Park,542316,19.077236,72.843757,4118,14848,3,1.0,2,0,0,5,9,3646,472,2012,0,1,5,37,18986000,4610.49
111,2017-07-20,Kolkata,Old Town,626589,22.640538,88.365424,1300,7782,2,3.5,1,0,3,2,6,836,464,1927,0,1,2,29,8729000,6714.62
112,2024-04-15,Kolkata,Sunset Park,346585,22.634274,88.364687,960,3479,1,2.5,2,0,3,3,8,884,76,1954,0,2,3,35,8121000,8459.38
113,2020-03-02,Delhi,Industrial Area,672333,28.54349,77.182576,5019,18669,2,3.0,1,0,0,3,10,3861,1158,1942,0,3,6,0,17193000,3425.58
114,2024-05-26,Pune,Lake View,947647,18.436514,73.758593,5434,16080,5,1.7,2,0,4,4,7,5380,54,2005,0,1,6,0,20306000,3736.84
115,2018-09-13,Pune,Industrial Area,486897,18.470002,73.764542,3955,10086,6,2.7,1,0,0,3,9,3213,742,1943,2017,0,4,368,14540000,3676.36
116,2025-01-24,Chennai,Hilltop,158985,13.001324,80.219396,4904,11072,2,1.9,3,0,0,3,7,3054,1850,1920,0,0,5,1,16496000,3363.78
117,2018-05-29,Mumbai,Green Acres,412919,19.121348,72.931502,3633,9871,4,2.9,2,0,1,1,10,2923,710,1993,0,1,5,183,16658000,4585.19
118,2022-10-07,Pune,Industrial Area,374713,18.629679,73.888231,2523,8324,4,3.0,2,0,0,3,6,2048,475,1952,0,2,5,0,11917000,4723.35
119,2021-01-08,Delhi,Riverside,230152,28.541828,77.283972,3834,7514,1,2.9,2,0,0,3,3,3322,512,1946,0,1,5,0,14328000,3737.09
120,2021-08-06,Hyderabad,Lake View,565809,17.390284,78.319668,1872,3977,5,1.3,2,0,2,2,8,1246,626,2023,0,3,5,0,12467000,6659.72
121,2016-05-24,Hyderabad,Green Acres,243768,17.481009,78.403554,2951,6958,4,2.1,1,0,0,3,9,2333,618,1995,0,0,3,0,12802000,4338.19
122,2021-03-05,Hyderabad,Garden Villas,758664,17.439789,78.455012,3007,9762,1,1.0,4,0,0,4,4,2270,737,2020,0,2,5,0,12857000,4275.69
123,2021-08-16,Bengaluru,Garden Villas,813551,13.046623,77.68326,2509,10699,3,2.6,2,0,2,2,8,2426,83,1986,0,1,4,0,14268000,5686.73
124,2022-08-26,Mumbai,Riverside,246331,19.046775,72.839591,2799,14781,6,2.3,3,0,0,4,5,2011,788,1924,0,1,4,0,13366000,4775.28
125,2023-09-18,Hyderabad,Riverside,590755,17.377122,78.554788,4180,10181,1,1.0,2,0,2,5,13,2538,1642,1995,0,1,5,0,15916000,3807.66
126,2023-04-12,Bengaluru,Lake View,411649,13.090202,77.68348,471,904,4,2.5,1,0,3,3,9,376,95,2000,0,1,1,53,7937000,16851.38
127,2021-07-02,Hyderabad,Sector 5,798520,17.538849,78.530763,4718,13655,1,2.4,1,0,2,2,5,4648,70,1940,0,2,6,2,17263000,3658.97
128,2015-10-11,Delhi,Industrial Area,123987,28.710203,77.029527,1667,9122,3,2.6,1,0,0,3,7,1429,238,1930,0,3,5,0,8112000,4866.23
129,2018-02-24,Kolkata,Green Acres,696147,22.654889,88.429722,4843,5082,2,2.0,1,0,1,2,9,4070,773,1912,0,1,6,119,17524000,3618.42
130,2020-12-14,Delhi,Riverside,239313,28.587998,77.251389,2868,12589,1,2.6,2,0,0,4,7,2676,192,1905,1914,1,4,0,11708000,4082.29
131,2023-04-10,Bengaluru,Green Acres,122667,12.922429,77.554522,5430,18385,5,2.3,2,0,0,2,12,3595,1835,1900,0,2,6,13,21334000,3928.91
132,2017-08-21,Mumbai,Hilltop,410805,19.093745,72.898584,1580,2852,2,1.1,1,0,2,1,7,1172,408,1907,0,1,3,97,8664000,5483.54
133,2022-05-05,Chennai,Central Park,244634,13.046619,80.328869,1483,3863,4,2.6,1,0,0,3,10,1013,470,1955,0,3,4,0,10002000,6744.44
134,2016-11-26,Pune,Green Acres,398999,18.459686,73.732539,1651,3508,2,1.0,2,0,0,4,4,1244,407,1961,0,2,4,116,7633000,4623.26
135,2015-11-24,Delhi,Garden Villas,960938,28.678602,77.19389,4384,23626,4,1.0,1,0,0,4,7,2729,1655,1986,0,0,4,0,15745000,3591.47
136,2015-11-05,Mumbai,Central Park,738777,19.032573,72.894311,2260,7705,3,2.2,3,0,1,3,13,1727,533,2010,0,1,3,0,12798000,5662.83
137,2023-08-03,Pune,Industrial Area,817612,18.595527,73.816065,1855,7078,4,1.0,1,0,0,3,8,1223,632,1968,0,1,3,0,9354000,5042.59
138,2018-04-11,Kolkata,Old Town,394807,22.619443,88.309759,3535,14028,1,1.3,3,0,0,3,5,2999,536,1992,0,1,5,0,13613000,3850.92
139,2016-05-26,Kolkata,Garden Villas,904825,22.564165,88.395137,2266,9513,1,1.7,3,0,0,3,8,1795,471,1921,0,1,3,0,11292000,4983.23
140,2016-07-03,Pune,Central Park,140536,18.427649,73.775426,5265,18311,8,3.3,4,1,3,4,7,4565,700,1963,0,0,5,0,25449000,4833.62
141,2019-12-15,Kolkata,Sector 5,485714,22.576448,88.419081,3898,4246,3,1.8,1,0,4,4,8,3027,871,1968,0,1,5,0,16803000,4310.67
142,2022-05-05,Mumbai,Old Town,948689,19.164543,72.979812,3107,8307,3,3.9,1,0,0,2,6,2642,465,1916,0,1,4,208,13530000,4354.68
143,2020-03-13,Delhi,Green Acres,461280,28.635889,77.24378,2306,4426,4,1.0,1,0,0,3,7,1476,830,1917,0,2,4,152,11016000,4777.1
144,2019-04-12,Mumbai,Riverside,931655,19.199009,72.834674,528,2324,2,2.5,3,0,0,3,5,352,176,1944,0,1,2,0,6710000,12708.33
145,2023-02-06,Mumbai,Sunset Park,711662,19.131726,72.857596,1246,1599,2,2.6,3,0,0,4,5,1230,16,1953,0,1,2,0,9986000,8014.45
146,2019-02-21,Pune,Industrial Area,757973,18.54739,73.916845,1901,7260,3,1.1,1,0,0,5,6,1779,122,1938,0,3,5,184,10066000,5295.11
147,2016-12-17,Chennai,Industrial Area,599571,13.021552,80.209246,841,1727,1,1.9,1,0,0,2,9,693,148,1964,0,0,1,0,6603000,7851.37
148,2015-06-25,Chennai,Central Park,566552,13.073785,80.222133,410,2355,3,1.9,2,0,0,3,9,410,0,2021,0,2,2,80,7751000,18904.88
149,2022-07-14,Delhi,Lake View,383110,28.68021,77.246534,1427,3821,5,3.1,1,0,0,4,7,877,550,1994,0,1,2,0,9837000,6893.48
150,2023-01-25,Pune,Sector 5,134539,18.564471,73.700711,3245,8522,4,1.0,2,0,4,5,5,3216,29,1987,0,0,3,0,12648000,3897.69
151,2025-03-23,Chennai,Riverside,311665,13.15333,80.250157,4510,25332,8,3.9,3,0,0,2,9,2814,1696,1953,0,2,6,0,17898000,3968.51
152,2022-09-17,Kolkata,Hilltop,601235,22.675598,88.416947,4033,12449,4,1.0,2,0,0,3,10,3456,577,1915,0,2,6,0,15458000,3832.88
153,2019-11-22,Chennai,Riverside,249183,13.171584,80.213975,935,5436,3,2.4,2,0,1,3,5,779,156,1968,0,0,1,0,7212000,7713.37
154,2015-06-16,Kolkata,Old Town,582526,22.522042,88.364647,4310,4831,1,1.1,1,0,0,1,6,4095,215,2011,0,1,5,81,15935000,3697.22
155,2021-12-11,Delhi,Old Town,268339,28.574034,77.150782,4120,10431,2,2.5,1,0,0,4,7,3434,686,1931,0,2,6,32,16467000,3996.84
156,2020-11-01,Mumbai,Garden Villas,294065,19.186056,72.911816,884,3829,5,1.3,2,1,1,2,9,608,276,1925,0,1,2,0,13211000,14944.57
157,2019-02-22,Mumbai,Lake View,324021,19.09389,72.923959,3812,20792,2,3.3,3,0,0,4,8,2616,1196,1934,0,1,5,0,16422000,4307.97
158,2022-10-25,Chennai,Sunset Park,733095,13.116173,80.220225,4361,9952,6,2.1,2,0,1,1,6,3897,464,1952,0,3,6,0,17886000,4101.35
159,2018-08-14,Kolkata,Industrial Area,725271,22.685122,88.35119,3748,21185,3,1.6,1,0,0,5,7,3500,248,2016,0,2,6,0,16931000,4517.34
160,2024-01-03,Bengaluru,Green Acres,755915,12.984877,77.513725,2505,9946,5,1.0,1,0,4,3,7,1990,515,2020,0,3,6,258,13232000,5282.24
161,2023-06-15,Hyderabad,Central Park,229177,17.535972,78.582292,1354,6777,2,2.4,2,0,0,3,5,1249,105,1942,0,1,2,0,7095000,5240.03
162,2020-02-28,Bengaluru,Riverside,328127,12.970985,77.596237,2849,8507,2,2.5,1,0,0,3,9,1888,961,1940,0,1,4,292,12248000,4299.05
163,2018-06-04,Hyderabad,Hilltop,328970,17.430733,78.397344,5675,11696,5,1.6,1,0,2,3,4,4612,1063,1923,0,3,6,0,21600000,3806.17
164,2024-02-12,Bengaluru,Lake View,232410,13.041657,77.669866,5485,30476,5,2.0,1,0,2,2,8,4340,1145,1943,0,1,6,0,21114000,3849.41
165,2016-04-09,Mumbai,Riverside,657708,19.199407,72.914307,676,3830,4,2.3,1,0,2,3,5,630,46,1978,1995,1,2,0,8385000,12403.85
166,2019-01-27,Pune,Central Park,363619,18.489166,73.811878,5053,17624,4,2.6,1,0,0,4,6,4889,164,1922,1962,2,6,0,17697000,3502.28
167,2025-04-12,Mumbai,Riverside,879599,19.049941,72.906931,3056,3155,1,1.0,1,0,0,3,5,1972,1084,1974,0,0,3,84,12616000,4128.27
168,2021-11-21,Hyderabad,Old Town,160016,17.457087,78.558692,351,544,3,1.5,1,0,1,3,7,292,59,1993,0,1,1,99,5884000,16763.53
169,2017-02-03,Pune,Old Town,882839,18.497945,73.872344,1383,5345,4,2.6,1,0,2,3,11,1060,323,1944,0,3,4,0,10056000,7271.15
170,2018-06-29,Kolkata,Sunset Park,232097,22.661317,88.426922,2831,3168,4,1.9,1,0,0,4,8,2239,592,1993,2004,2,5,436,13439000,4747.09
171,2016-10-27,Chennai,Central Park,741348,13.132226,80.254929,474,1415,4,1.0,1,0,0,1,6,443,31,1954,0,2,2,24,5366000,11320.68
